Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
VLT,Invesco High Income Trust II,0,United States,1989,25217,Finance,Trusts Except Educational Religious and Charitable
VLTO,Veralto Corp Common Stock ,23672604955,United States,2023,1204831,Industrials,Electrical Products
VLY,Valley National Bancorp Common Stock,3370790017,United States,,2927179,Finance,Major Banks
VLYPO,Valley National Bancorp 5.50% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series B,11950519894,United States,,5858,Finance,Major Banks
VLYPP,Valley National Bancorp 6.25% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,11146011098,United States,,16250,Finance,Major Banks
VMAR,Vision Marine Technologies Inc. Common Shares,5362352,Canada,2020,74735,Industrials,Marine Transportation
VMC,Vulcan Materials Company (Holding Company) Common Stock,32001080078,United States,,735028,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
VMCA,Valuence Merger Corp. I Class A Ordinary Shares,0,United States,2022,1234,Finance,Blank Checks
VMD,Viemed Healthcare Inc. Common Shares,246900072,United States,,135160,Health Care,Misc Health and Biotechnology Services
VMEO,Vimeo Inc. Common Stock,621206730,United States,,1062908,Technology,Computer Software: Programming Data Processing
VMI,Valmont Industries Inc. Common Stock,5397618512,United States,,138376,Industrials,Metal Fabrications
VMO,Invesco Municipal Opportunity Trust Common Stock,683174139,United States,,205691,Finance,Trusts Except Educational Religious and Charitable
VNCE,Vince Holding Corp. Common Stock,16301454,,2013,8733,Consumer Discretionary,Clothing/Shoe/Accessory Stores
VNDA,Vanda Pharmaceuticals Inc. Common Stock,306704899,United States,2006,557747,Health Care,Biotechnology: Pharmaceutical Preparations
VNET,VNET Group Inc. American Depositary Shares,597141322,China,2011,1155322,Technology,Computer Software: Programming Data Processing
VNO,Vornado Realty Trust Common Stock,5009713841,United States,,866641,Real Estate,Real Estate Investment Trusts
VNO^L,Vornado Realty Trust Pfd Ser L %,,United States,,6651,,
VNO^M,Vornado Realty Trust 5.25% Series M Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference $25.00 per share no par value per share,,United States,,1838,,
VNO^N,Vornado Realty Trust 5.25% Series N Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference $25.00 per share,,United States,,17938,,
VNO^O,Vornado Realty Trust 4.45% Series O Cumulative Redeemable Preferred Shares Liquidation Preference $25.00 Per Share,,United States,,11703,,
VNOM,Viper Energy Inc. Class A Common Stock,6932727094,United States,2014,505114,Energy,Oil & Gas Production
VNRX,VolitionRX Limited Common Stock,50682854,Singapore,2015,31538,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VNT,Vontier Corporation Common Stock ,5891904000,United States,2020,737574,Industrials,Industrial Machinery/Components
VOC,VOC Energy Trust Units of Beneficial Interest,89250000,United States,2011,106082,Energy,Oil & Gas Production
VOD,Vodafone Group Plc American Depositary Shares,24310851920,United Kingdom,,4183710,Telecommunications,Telecommunications Equipment
VOR,Vor Biopharma Inc. Common Stock,61850025,United States,2021,270877,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VOXR,Vox Royalty Corp. Common Stock,137902438,Canada,,132621,Basic Materials,Precious Metals
VOXX,VOXX International Corporation Class A Common Stock,62892451,United States,,105492,Technology,Electronic Components
VOYA,Voya Financial Inc. Common Stock,7031965075,United States,2013,610596,Finance,Life Insurance
VOYA^B,Voya Financial Inc. Depositary Shares each representing a 1/40th interest in a share of 5.35% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,,United States,,14770,,
VPG,Vishay Precision Group Inc. Common Stock,393673650,United States,,45955,Technology,Electrical Products
VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),259503734,United States,,7607,Finance,Trusts Except Educational Religious and Charitable
VRA,Vera Bradley Inc. Common Stock,175452327,United States,2010,261527,Consumer Discretionary,Apparel
VRAR,The Glimpse Group Inc. Common Stock,18329699,United States,2021,16522,Technology,EDP Services
VRAX,Virax Biolabs Group Limited Ordinary Shares,1866000,United Kingdom,2022,101152,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VRCA,Verrica Pharmaceuticals Inc. Common Stock,326634408,United States,2018,97197,Health Care,Biotechnology: Pharmaceutical Preparations
VRDN,Viridian Therapeutics Inc. Common Stock,785654581,United States,2014,576941,Health Care,Medical Specialities
VRE,Veris Residential Inc. Common Stock,1372092790,United States,,444262,Real Estate,Real Estate Investment Trusts
VREX,Varex Imaging Corporation Common Stock,584461000,United States,,322132,Technology,Industrial Machinery/Components
VRM,Vroom Inc. Common Stock,17188037,United States,2020,12392,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
VRME,VerifyMe Inc. Common Stock,13534882,United States,,3181,Technology,EDP Services
VRMEW,VerifyMe Inc. Warrant,411135,United States,,1152,Technology,EDP Services
VRN,Veren Inc. Common shares,4894302228,Canada,,1529305,Energy,Oil & Gas Production
VRNA,Verona Pharma plc American Depositary Share,1379200942,United Kingdom,2017,1821902,Health Care,Biotechnology: Pharmaceutical Preparations
VRNS,Varonis Systems Inc. Common Stock,5232845645,United States,2014,1166781,Technology,Computer Software: Prepackaged Software
VRNT,Verint Systems Inc. Common Stock,1924343769,United States,2010,815921,Technology,EDP Services
VRPX,Virpax Pharmaceuticals Inc. Common Stock,1300069,United States,2021,160711512,Health Care,Biotechnology: Pharmaceutical Preparations
VRRM,Verra Mobility Corporation Class A Common Stock,4631054021,United States,2017,703327,Consumer Discretionary,Transportation Services
VRSK,Verisk Analytics Inc. Common Stock,38978874748,United States,2009,572011,Technology,EDP Services
VRSN,VeriSign Inc. Common Stock,17513664000,United States,1998,437416,Technology,EDP Services
VRT,Vertiv Holdings LLC Class A Common Stock,34563272650,United States,2018,4307401,Technology,Industrial Machinery/Components
VRTS,Virtus Investment Partners Inc. Common Stock,1582959812,United States,,43016,Finance,Investment Managers
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,1.24353E+11,United States,1991,774556,Health Care,Biotechnology: Pharmaceutical Preparations
VS,Versus Systems Inc. Common Shares,4636128,Canada,,272267,Technology,EDP Services
VSAC,Vision Sensing Acquisition Corp. Class A Common Stock,0,United States,2021,859,Finance,Blank Checks
VSAT,ViaSat Inc. Common Stock,1908051623,United States,1996,2405881,Technology,Radio And Television Broadcasting And Communications Equipment
VSCO,Victorias Secret & Co. Common Stock ,1393726365,United States,2021,3616846,Consumer Discretionary,Clothing/Shoe/Accessory Stores
VSEC,VSE Corporation Common Stock,1406646756,United States,,94619,Consumer Discretionary,Military/Government/Technical
VSEE,VSee Health Inc. Common Stock,25928733,United States,2021,60631,,
VSEEW,VSee Health Inc. Warrant,796116,United States,2021,19529,,
VSH,Vishay Intertechnology Inc. Common Stock,3089209507,United States,,677043,Technology,Electrical Products
VSME,VS Media Holdings Limited Class A Ordinary Shares,5758063,China,2023,210658,Consumer Discretionary,Publishing
VSSYW,Versus Systems Inc. Class A Warrants,229300,Canada,,20463,Technology,EDP Services
VST,Vistra Corp. Common Stock,32272084893,United States,,4429378,Utilities,Electric Utilities: Central
VSTA,Vasta Platform Limited Class A Ordinary Shares,255157040,Brazil,2020,718,Real Estate,Other Consumer Services
VSTE,Vast Renewables Limited Ordinary Shares,68689468,Australia,,6636,Industrials,Building Products
VSTEW,Vast Renewables Limited Warrants,3512097,Australia,,1817,Industrials,Building Products
VSTM,Verastem Inc. Common Stock,66099688,United States,2012,667016,Health Care,Biotechnology: Pharmaceutical Preparations
VSTO,Vista Outdoor Inc. Common Stock,2179432773,United States,2015,404627,Industrials,Ordnance And Accessories
VSTS,Vestis Corporation Common Stock,1512996728,United States,2023,935332,,
VTAK,Catheter Precision Inc. Common Stock,2675683,,2018,96242,Health Care,Medical/Dental Instruments
VTEX,VTEX Class A Common Shares,1358119319,United Kingdom,2021,823372,Technology,Computer Software: Prepackaged Software
VTGN,Vistagen Therapeutics Inc. Common Stock,91615459,United States,,69524,Health Care,Biotechnology: Pharmaceutical Preparations
VTLE,Vital Energy Inc. Common Stock par value $0.01 per share,3693380705,United States,2011,484354,Energy,Oil & Gas Production
VTMX,Corporacion Inmobiliaria Vesta S.A.B de C.V. American Depositary Shares each representing ten (10) Common Shares,2689723264,,2023,52365,Finance,Real Estate
VTN,Invesco Trust for Investment Grade New York Municipals Common Stock,218242965,United States,,19219,Finance,Finance Companies
VTNR,Vertex Energy Inc Common Stock,65085985,United States,,2542802,Energy,Integrated oil Companies
VTOL,Bristow Group Inc. Common Stock,930154680,United States,,101594,Consumer Discretionary,Transportation Services
VTR,Ventas Inc. Common Stock,20999662565,United States,,1299724,Real Estate,Real Estate Investment Trusts
VTRS,Viatris Inc. Common Stock,12633070440,United States,,11063309,Health Care,Biotechnology: Pharmaceutical Preparations
VTS,Vitesse Energy Inc. Common Stock,711333565,United States,2023,133140,Energy,Oil & Gas Production
VTSI,VirTra Inc. Common Stock,87655770,United States,,239033,Consumer Discretionary,Miscellaneous manufacturing industries
VTVT,vTv Therapeutics Inc. Class A Common Stock,54484729,United States,2015,34001,Health Care,Biotechnology: Pharmaceutical Preparations
VTYX,Ventyx Biosciences Inc. Common Stock,161443470,United States,2021,747108,Health Care,Biotechnology: Pharmaceutical Preparations
VUZI,Vuzix Corporation Common Stock,84791181,United States,,608677,Technology,Radio And Television Broadcasting And Communications Equipment
VVI,Viad Corp Common Stock,718146192,United States,,58604,Consumer Discretionary,Business Services
VVOS,Vivos Therapeutics Inc. Common Stock,7567948,United States,2020,13935,Health Care,Medical/Dental Instruments
VVPR,VivoPower International PLC Ordinary Shares,5673417,United Kingdom,,753176,Utilities,Power Generation
VVR,Invesco Senior Income Trust Common Stock (DE),0,United States,1998,487422,Finance,Trusts Except Educational Religious and Charitable
VVV,Valvoline Inc. Common Stock,5647706673,United States,2016,1674555,Industrials,Major Chemicals
VVX,V2X Inc. Common Stock,1521672797,United States,2014,44984,Consumer Discretionary,Diversified Commercial Services
VWE,Vintage Wine Estates Inc. Common Stock,10376046,United States,,3402258,Consumer Staples,Beverages (Production/Distribution)
VWEWW,Vintage Wine Estates Inc. Warrants,462683,United States,,124241,Consumer Staples,Beverages (Production/Distribution)
VXRT,Vaxart Inc Common Stock,110152397,United States,,3385769,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VXX,iPath Series B S&P 500 VIX Short-Term Futures ETN,252385250,United Kingdom,2018,6842962,Finance,Commercial Banks
VXZ,iPath Series B S&P 500 VIX Mid-Term Futures ETN,32189650,United Kingdom,2018,12365,Finance,Commercial Banks
VYGR,Voyager Therapeutics Inc. Common Stock,423726362,United States,2015,352586,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VYNE,VYNE Therapeutics Inc. Common Stock,28475364,United States,2018,26737,Health Care,Biotechnology: Pharmaceutical Preparations
VYX,NCR Voyix Corporation Common Stock,2031659996,United States,,2873528,,
VZ,Verizon Communications Inc. Common Stock,1.7481E+11,United States,,15375270,Telecommunications,Telecommunications Equipment
VZIO,VIZIO Holding Corp. Class A Common Stock,2139731278,United States,2021,1339342,Consumer Staples,Consumer Electronics/Appliances
VZLA,Vizsla Silver Corp. Common Shares,416121256,Canada,2024,548012,Basic Materials,Precious Metals
W,Wayfair Inc. Class A Common Stock,6461090041,United States,2014,3452284,Consumer Discretionary,Catalog/Specialty Distribution
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,27643048110,United States,,975589,Industrials,Railroads
WABC,Westamerica Bancorporation Common Stock,1282964304,United States,,86152,Finance,Major Banks
WAFD,WaFd Inc. Common Stock,2278801176,United States,,382445,Finance,Major Banks
WAFDP,WaFd Inc. Depositary Shares,1222036643,United States,,32864,Finance,Major Banks
WAFU,Wah Fu Education Group Limited Ordinary Shares,8732907,China,2019,5614,Real Estate,Other Consumer Services
WAL,Western Alliance Bancorporation Common Stock (DE),6733257809,United States,2005,1027360,Finance,Major Banks
WAL^A,Western Alliance Bancorporation Depositary Shares Each Representing a 1/400th Interest in a Share of 4.250% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,,United States,,37279,,
WALD,Waldencast plc Class A Ordinary Share,442324694,United States,2021,1040538,Consumer Discretionary,Package Goods/Cosmetics
WASH,Washington Trust Bancorp Inc. Common Stock,443242972,United States,,126617,Finance,Major Banks
WAT,Waters Corporation Common Stock,16939926443,United States,1995,411874,Industrials,Biotechnology: Laboratory Analytical Instruments
WATT,Energous Corporation Common Stock,6799770,United States,2014,55061,Technology,Radio And Television Broadcasting And Communications Equipment
WAVD,WaveDancer Inc. Common Stock,3523065,United States,,6608,Technology,Computer Software: Prepackaged Software
WAVE,Eco Wave Power Global AB (publ) American Depositary Shares,113650801,Israel,2021,8829,Utilities,Electric Utilities: Central
WAVS,Western Acquisition Ventures Corp. Common Stock,0,United States,2022,44,Technology,EDP Services
WAY,Waystar Holding Corp. Common Stock,3536517433,United States,2024,1062705,Technology,EDP Services
WB,Weibo Corporation American Depositary Share,1957870302,China,2014,1569511,Technology,Computer Software: Programming Data Processing
WBA,Walgreens Boots Alliance Inc. Common Stock,9340635900,United States,,26952561,Consumer Staples,Retail-Drug Stores and Proprietary Stores
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,17421728260,United States,,18501095,Telecommunications,Cable & Other Pay Television Services
WBS,Webster Financial Corporation Common Stock,7346483117,United States,,1214495,Finance,Major Banks
WBS^F,Webster Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 5.25% Series F Non-Cumulative Perpetual Preferred Stock,,United States,,2251,,
WBS^G,Webster Financial Corporation Depositary Shares each representing a 1/40th interest in a share of 6.50% Series G non-cumulative perpetual preferred stock,,United States,,6526,,
WBTN,WEBTOON Entertainment Inc. Common stock,2639228364,United States,2024,500769,Consumer Discretionary,Publishing
WBUY,WEBUY GLOBAL LTD. Ordinary Shares,8705822,Singapore,2023,484287,Consumer Discretionary,Other Specialty Stores
WBX,Wallbox N.V. Class A Ordinary Shares,268552968,Spain,,238494,Consumer Discretionary,Industrial Specialties
WCC,WESCO International Inc. Common Stock,7962648056,United States,1999,532835,Consumer Discretionary,Telecommunications Equipment
WCC^A,WESCO International Inc. Depositary Shares each representing 1/1000th interest in a share of Series A Fixed-Rate Reset Cumulative Perpetual Preferred Stock,,United States,,181861,,
WCN,Waste Connections Inc. Common Shares,45803606906,Canada,,1030925,Utilities,Environmental Services
WD,Walker & Dunlop Inc Common Stock,3207604375,United States,2010,211877,Finance,Finance: Consumer Services
WDAY,Workday Inc. Class A Common Stock,60033100000,United States,,1673975,Technology,EDP Services
WDC,Western Digital Corporation Common Stock,25632186438,United States,,3704822,Technology,Electronic Components
WDFC,WD-40 Company Common Stock,2988356459,United States,1973,119605,Industrials,Major Chemicals
WDH,Waterdrop Inc. American Depositary Shares (each representing the right to receive 10 Class A Ordinary Shares),425686531,Cayman Islands,2021,322211,Finance,Specialty Insurers
WDI,Western Asset Diversified Income Fund Common Shares of Beneficial Interest,0,United States,2021,127336,Finance,Trusts Except Educational Religious and Charitable
WDS,Woodside Energy Group Limited American Depositary Shares each representing one Ordinary Share,37082583028,Australia,2022,927680,Energy,Oil & Gas Production
WEA,Western Asset Bond Fund Share of Beneficial Interest,0,United States,2002,16948,Finance,Trusts Except Educational Religious and Charitable
WEAV,Weave Communications Inc. Common Stock,638684603,United States,2021,175941,Technology,Computer Software: Prepackaged Software
WEC,WEC Energy Group Inc. Common Stock,24649952915,United States,,1554656,Utilities,Power Generation
WEL,Integrated Wellness Acquisition Corp Class A Ordinary Shares,0,,2022,6042,Finance,Blank Checks
WELL,Welltower Inc. Common Stock,62434409291,United States,,3725076,Real Estate,Real Estate Investment Trusts
WEN,Wendy's Company (The) Common Stock,3247263163,United States,,3965520,Consumer Discretionary,Restaurants
WENA,ANEW MEDICAL INC. Common Stock,21939070,United States,2022,398952,Finance,Blank Checks
WENAW,ANEW MEDICAL INC. Warrant ,907824,United States,2022,365599,Finance,Blank Checks
WERN,Werner Enterprises Inc. Common Stock,2210571358,United States,1986,505370,Industrials,Trucking Freight/Courier Services
WES,Western Midstream Partners LP Common Units Representing Limited Partner Interests,15767545507,United States,2012,695883,Utilities,Natural Gas Distribution
WEST,Westrock Coffee Company Common Stock,897107143,United States,,207695,Consumer Staples,Beverages (Production/Distribution)
WESTW,Westrock Coffee Company Warrants,190702417,United States,,26,Consumer Staples,Beverages (Production/Distribution)
WETH,Wetouch Technology Inc. Common Stock,29232258,China,,517255,Technology,Computer peripheral equipment
WEX,WEX Inc. common stock,7494748695,United States,,363274,Consumer Discretionary,Business Services
WEYS,Weyco Group Inc. Common Stock,278061868,United States,,14846,Consumer Staples,Apparel
WF,Woori Financial Group Inc. American Depositary Shares (each representing three (3) shares of Common Stock),8024355866,South Korea,,50475,Finance,Commercial Banks
WFC,Wells Fargo & Company Common Stock,2.05727E+11,United States,,12467607,Finance,Major Banks
WFC^A,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series AA,,United States,,45969,,
WFC^C,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series CC,,United States,,68535,,
WFC^D,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in  a share of Non-Cumulative Perpetual Class A Preferred Stock Series DD,,United States,,38032,,
WFC^L,Wells Fargo & Company 7.50% Non-Cumulative Perpetual Convertible Class A Preferred Stock Series L,,United States,,4726,,
WFC^Y,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series Y,,United States,,53352,,
WFC^Z,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series Z,,United States,,91024,,
WFCF,Where Food Comes From Inc. Common Stock,53757670,United States,,3864,Technology,Computer Software: Prepackaged Software
WFG,West Fraser Timber Co. Ltd Common stock,6102034991,,2021,138398,Basic Materials,Forest Products
WFRD,Weatherford International plc Ordinary Shares,8923341997,United States,,498584,Industrials,Metal Fabrications
WGO,Winnebago Industries Inc. Common Stock,1480758649,United States,,615284,Industrials,Homebuilding
WGS,GeneDx Holdings Corp. Class A Common Stock,734581798,United States,2020,352316,Technology,Retail: Computer Software & Peripheral Equipment
WGSWW,GeneDx Holdings Corp. Warrant,752881,United States,2020,11671,Technology,Retail: Computer Software & Peripheral Equipment
WH,Wyndham Hotels & Resorts Inc. Common Stock ,5851490992,United States,2018,740684,Consumer Discretionary,Hotels/Resorts
WHD,Cactus Inc. Class A Common Stock,4095482494,United States,2018,345013,Industrials,Metal Fabrications
WHF,WhiteHorse Finance Inc. Common Stock,286354844,United States,,43014,Finance,Finance Companies
WHFCL,WhiteHorse Finance Inc. 7.875% Notes due 2028,586655541,United States,,1048,,
WHG,Westwood Holdings Group Inc Common Stock,112038073,United States,,2550,Finance,Investment Managers
WHLM,Wilhelmina International Inc. Common Stock,29396861,United States,,759,Consumer Discretionary,Professional Services
WHLR,Wheeler Real Estate Investment Trust Inc. Common Stock,1512545,United States,2012,15514,Real Estate,Real Estate Investment Trusts
WHLRD,Wheeler Real Estate Investment Trust Inc. Series D Cumulative Preferred Stock,1867771,United States,,354,Real Estate,Real Estate Investment Trusts
WHLRP,Wheeler Real Estate Investment Trust Inc. Class B Preferred Stock,207845,United States,,3400,Real Estate,Real Estate Investment Trusts
WHR,Whirlpool Corporation Common Stock,5622010443,United States,,1177959,Consumer Discretionary,Consumer Electronics/Appliances
WIA,Western Asset Inflation-Linked Income Fund,0,United States,2003,8083,Finance,Trusts Except Educational Religious and Charitable
WILC,G. Willi-Food International  Ltd. Ordinary Shares,127160546,Israel,,6726,Consumer Discretionary,Food Distributors
WIMI,WiMi Hologram Cloud Inc. American Depositary Share,88377417,China,2020,204901,Technology,Computer Software: Prepackaged Software
WINA,Winmark Corporation Common Stock,1227248187,United States,,13746,Consumer Discretionary,Other Specialty Stores
WING,Wingstop Inc. Common Stock,11939189757,United States,2015,408647,Consumer Discretionary,Restaurants
WINT,Windtree Therapeutics Inc. Common Stock,1935483,United States,,1627,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
WINV,WinVest Acquisition Corp. Common Stock,0,United States,2021,123,Finance,Blank Checks
WINVR,WinVest Acquisition Corp. Right,0,United States,2021,1491,Finance,Blank Checks
WINVU,WinVest Acquisition Corp. Unit,0,United States,2021,250,Finance,Blank Checks
WISA,WiSA Technologies Inc. Common Stock,12363731,United States,2018,963797,Technology,Semiconductors
WIT,Wipro Limited Common Stock,33493136157,India,,1118245,Technology,EDP Services
WIW,Western Asset Inflation-Linked Opportunities & Income Fund,0,United States,2004,94868,Finance,Finance Companies
WIX,Wix.com Ltd. Ordinary Shares,8892053700,Israel,2013,561154,Technology,Computer Software: Programming Data Processing
WK,Workiva Inc. Class A Common Stock,3911206725,United States,2014,450381,Technology,Computer Software: Prepackaged Software
WKC,World Kinect Corporation Common Stock,1511044568,United States,,250941,Energy,Oil Refining/Marketing
WKEY,WISeKey International Holding Ltd American Depositary Shares,20224098,Switzerland,,5724,Technology,EDP Services
WKHS,Workhorse Group Inc. Common Stock,27579343,United States,,1600426,Consumer Discretionary,Auto Manufacturing
WKME,WalkMe Ltd. Ordinary Shares,1263927448,Israel,2021,204168,Technology,Computer Software: Prepackaged Software
WKSP,Worksport Ltd. Common Stock,18013741,Canada,,397294,Consumer Discretionary,Auto Parts:O.E.M.
WKSPW,Worksport Ltd. Warrant,2815447,Canada,,1600,Consumer Discretionary,Auto Parts:O.E.M.
WLDN,Willdan Group Inc. Common Stock,411610634,United States,2006,77302,Consumer Discretionary,Military/Government/Technical
WLDS,Wearable Devices Ltd. Ordinary Share,9989840,Israel,2022,692076,Telecommunications,Computer Communications Equipment
WLDSW,Wearable Devices Ltd. Warrant,827730,Israel,2022,13500,Telecommunications,Computer Communications Equipment
WLFC,Willis Lease Finance Corporation Common Stock,445747696,United States,1996,4913,Consumer Discretionary,Industrial Specialties
WLGS,Wang & Lee Group Inc. Ordinary Shares,8754431,Hong Kong,2023,10442,Consumer Discretionary,Engineering & Construction
WLK,Westlake Corporation Common Stock,18339220236,United States,2004,299402,Industrials,Major Chemicals
WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests,808837957,United States,2014,32879,Industrials,Major Chemicals
WLY,John Wiley & Sons Inc. Common Stock,2432807558,United States,,480324,Consumer Discretionary,Books
WLYB,John Wiley & Sons Inc. Common Stock,2426276531,United States,,593,Consumer Discretionary,Books
WM,Waste Management Inc. Common Stock,84476122101,United States,,1275478,Utilities,Environmental Services
WMB,Williams Companies Inc. (The) Common Stock,51614232705,United States,,4004467,Utilities,Natural Gas Distribution
WMG,Warner Music Group Corp. Class A Common Stock,15806720020,United States,2020,1317980,Consumer Discretionary,Services-Misc. Amusement & Recreation
WMK,Weis Markets Inc. Common Stock,1688953236,United States,,80178,Consumer Staples,Food Chains
WMPN,William Penn Bancorporation Common Stock,108415090,United States,2021,2857,Finance,Banks
WMS,Advanced Drainage Systems Inc. Common Stock,11915902184,United States,2014,448846,Consumer Discretionary,Containers/Packaging
WMT,Walmart Inc. Common Stock,5.60474E+11,United States,,12073492,Consumer Discretionary,Department/Specialty Retail Stores
WNC,Wabash National Corporation Common Stock,952678153,United States,1991,488580,Industrials,Construction/Ag Equipment/Trucks
WNEB,Western New England Bancorp Inc. Common Stock,144905523,United States,,11556,Finance,Savings Institutions
WNS,WNS (Holdings) Limited Ordinary Shares,2463289098,India,2024,720754,Consumer Discretionary,Business Services
WNW,Meiwu Technology Company Limited Ordinary Shares,1260001,China,2020,83475,Consumer Discretionary,Catalog/Specialty Distribution
WOLF,Wolfspeed Inc. Common Stock,3077150325,United States,,3093469,Technology,Semiconductors
WOOF,Petco Health and Wellness Company Inc. Class A Common Stock,1028690754,United States,2021,4871912,Consumer Discretionary,Other Specialty Stores
WOR,Worthington Enterprises Inc. Common Shares,2205436781,United States,,342080,Consumer Discretionary,Aerospace
WORX,SCWorx Corp. Common Stock,1913435,United States,2016,1708,Consumer Discretionary,Services-Misc. Amusement & Recreation
WOW,WideOpenWest Inc. Common Stock,431291017,United States,2017,281528,Telecommunications,Cable & Other Pay Television Services
WPC,W. P. Carey Inc. REIT,12083500376,United States,,876780,Real Estate,Real Estate Investment Trusts
WPM,Wheaton Precious Metals Corp Common Shares (Canada),25453697724,Canada,,2559133,Basic Materials,Precious Metals
WPP,WPP plc American Depositary Shares,10348537376,Ireland,,230379,Consumer Discretionary,Advertising
WPRT,Westport Fuel Systems Inc Common Shares,100043138,Canada,2008,37401,Industrials,Industrial Machinery/Components
WRAP,Wrap Technologies Inc. Common Stock,76711583,United States,,151939,Industrials,Ordnance And Accessories
WRB,W.R. Berkley Corporation Common Stock,20355830495,United States,,798836,Finance,Property-Casualty Insurers
WRB^E,W.R. Berkley Corporation 5.70% Subordinated Debentures due 2058,,United States,,8532,,
WRB^F,W.R. Berkley Corporation 5.10% Subordinated Debentures due 2059,,United States,,18678,,
WRB^G,W.R. Berkley Corporation 4.25% Subordinated Debentures due 2060,,United States,,888,,
WRB^H,W.R. Berkley Corporation 4.125% Subordinated Debentures due 2061,,United States,,32527,,
WRBY,Warby Parker Inc. Class A Common Stock,1837611575,United States,2021,1461472,Health Care,Ophthalmic Goods
WRLD,World Acceptance Corporation Common Stock,737041638,United States,1991,20795,Finance,Finance: Consumer Services
WRN,Western Copper and Gold Corporation Common Stock,223678966,Canada,2011,297793,Basic Materials,Metal Mining
WRNT,Warrantee Inc. American Depositary Shares,6945240,Japan,2023,19307,Consumer Discretionary,Other Consumer Services
WS,Worthington Steel Inc. Common Shares,1629897879,United States,2023,219885,Industrials,Steel/Iron Ore
WSBC,WesBanco Inc. Common Stock,1627007134,United States,,126985,Finance,Major Banks
WSBCP,WesBanco Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 6.75% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,1467752966,United States,,7653,Finance,Major Banks
WSBF,Waterstone Financial Inc. Common Stock (MD),249475511,United States,2005,33551,Finance,Savings Institutions
WSC,WillScot Mobile Mini Holdings Corp. Class A Common Stock,6884537973,United States,2015,2047711,Industrials,Misc Corporate Leasing Services
WSFS,WSFS Financial Corporation Common Stock,2743279277,United States,,222014,Finance,Major Banks
WSM,Williams-Sonoma Inc. Common Stock (DE),18339379110,United States,,794578,Consumer Discretionary,Home Furnishings
WSO,Watsco Inc. Common Stock,19417352745,United States,,201113,Consumer Discretionary,Industrial Machinery/Components
WSO/B,Watsco Inc.,,United States,,12,,
WSR,Whitestone REIT Common Shares,658967625,United States,2010,191221,Real Estate,Real Estate Investment Trusts
WST,West Pharmaceutical Services Inc. Common Stock,23308353377,United States,,390906,Health Care,Medical/Dental Instruments
WT,WisdomTree Inc. Common Stock,1499951476,United States,2022,610711,Finance,Investment Bankers/Brokers/Service
WTBA,West Bancorporation Common Stock,282810673,United States,,54027,Finance,Major Banks
WTFC,Wintrust Financial Corporation Common Stock,5956747529,United States,,362768,Finance,Major Banks
WTFCM,Wintrust Financial Corporation Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D,1498758683,United States,,10242,Finance,Major Banks
WTFCP,Wintrust Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,1517284748,United States,,197530,Finance,Major Banks
WTI,W&T Offshore Inc. Common Stock,327491728,United States,2005,1304306,Energy,Oil & Gas Production
WTM,White Mountains Insurance Group Ltd. Common Stock,4468891110,United States,,16274,Finance,Property-Casualty Insurers
WTMA,Welsbach Technology Metals Acquisition Corp. Common Stock,0,United States,2022,864,Miscellaneous,Industrial Machinery/Components
